time_ms,Omega_ctrl_Hz
0.28440000,-3114.74415016
0.28480000,-3103.56041052
0.28520000,-3092.27417796
0.28560000,-3080.88585870
0.28600000,-3069.39586207
0.28640000,-3057.80460041
0.28680000,-3046.11248915
0.28720000,-3034.31994670
0.28760000,-3022.42739452
0.28800000,-3010.43525704
0.28840000,-2998.34396168
0.28880000,-2986.15393882
0.28920000,-2973.86562179
0.28960000,-2961.47944683
0.29000000,-2948.99585314
0.29040000,-2936.41528277
0.29080000,-2923.73818068
0.29120000,-2910.96499469
0.29160000,-2898.09617546
0.29200000,-2885.13217650
0.29240000,-2872.07345413
0.29280000,-2858.92046744
0.29320000,-2845.67367835
0.29360000,-2832.33355151
0.29400000,-2818.90055432
0.29440000,-2805.37515692
0.29480000,-2791.75783217
0.29520000,-2778.04905561
0.29560000,-2764.24930546
0.29600000,-2750.35906260
0.29640000,-2736.37881056
0.29680000,-2722.30903550
0.29720000,-2708.15022616
0.29760000,-2693.90287390
0.29800000,-2679.56747263
0.29840000,-2665.14451883
0.29880000,-2650.63451150
0.29920000,-2636.03795217
0.29960000,-2621.35534484
0.30000000,-2606.58719603
0.30040000,-2591.73401470
0.30080000,-2576.79631224
0.30120000,-2561.77460249
0.30160000,-2546.66940168
0.30200000,-2531.48122843
0.30240000,-2516.21060373
0.30280000,-2500.85805092
0.30320000,-2485.42409565
0.30360000,-2469.90926592
0.30400000,-2454.31409197
0.30440000,-2438.63910636
0.30480000,-2422.88484388
0.30520000,-2407.05184155
0.30560000,-2391.14063861
0.30600000,-2375.15177649
0.30640000,-2359.08579881
0.30680000,-2342.94325133
0.30720000,-2326.72468195
0.30760000,-2310.43064067
0.30800000,-2294.06167962
0.30840000,-2277.61835297
0.30880000,-2261.10121697
0.30920000,-2244.51082990
0.30960000,-2227.84775204
0.31000000,-2211.11254569
0.31040000,-2194.30577511
0.31080000,-2177.42800651
0.31120000,-2160.47980804
0.31160000,-2143.46174978
0.31200000,-2126.37440367
0.31240000,-2109.21834356
0.31280000,-2091.99414512
0.31320000,-2074.70238586
0.31360000,-2057.34364512
0.31400000,-2039.91850401
0.31440000,-2022.42754542
0.31480000,-2004.87135396
0.31520000,-1987.25051602
0.31560000,-1969.56561965
0.31600000,-1951.81725460
0.31640000,-1934.00601229
0.31680000,-1916.13248578
